Release,Opening,Total Gross,% of Total,Theaters,Average,Date,Distributor,Opening_Lag1,TotalGross_Lag1,Opening_RollingMean7,TotalGross_RollingMean7,Holiday,Action,Comedy,Drama,Opening_AvgOpening,Total Gross_AvgTotalGross,Opening_AvgOpening.1,Total Gross_AvgTotalGross.1,Opening_AvgOpening.2,Total Gross_AvgTotalGross.2,Opening_AvgOpening.3,Total Gross_AvgTotalGross.3,Opening_AvgOpening.4,Total Gross_AvgTotalGross.4,Opening_AvgOpening.5,Total Gross_AvgTotalGross.5,Genre_Comedy,Genre_Drama,Director_Director2,Director_Director3,Opening_to_TotalGross_Ratio
18,0.20202020202020204,0.04040404040404041,81,0.9191919191919192,41,2023-04-28,21,0.5454545454545455,0.797979797979798,0.4261036468330134,0.5792951541850219,0,1,0,0,89,44,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,5.0
9,0.04040404040404041,0.22222222222222224,9,0.43434343434343436,1,2023-04-07,39,0.18181818181818182,0.8383838383838385,0.044145873320537404,0.6696035242290748,0,0,1,0,37,34,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.18181818181818182
92,0.7171717171717172,0.10101010101010102,13,0.595959595959596,29,2024-11-15,84,0.9494949494949496,0.48484848484848486,0.28406909788867574,0.44052863436123335,1,1,0,0,17,39,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,7.1
32,0.6767676767676768,0.8585858585858587,65,0.09090909090909091,4,2024-11-26,96,0.05050505050505051,0.6666666666666667,0.3339731285988484,0.5044052863436124,1,0,1,0,7,4,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.788235294117647
22,0.4646464646464647,0.8989898989898991,45,0.11111111111111112,89,2023-09-08,61,0.4646464646464647,0.6767676767676768,0.46833013435700577,0.6167400881057268,0,0,1,0,71,91,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.5168539325842696
1,0.06060606060606061,0.8181818181818182,90,0.33333333333333337,90,2023-04-12,42,0.5454545454545455,0.393939393939394,0.2092130518234165,0.8348017621145373,0,0,0,1,48,28,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.07407407407407407
93,0.8686868686868687,0.5050505050505051,55,0.8282828282828284,61,2023-02-23,29,0.21212121212121213,0.25252525252525254,0.2763915547024952,0.6674008810572686,0,0,0,1,77,46,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.72
91,0.31313131313131315,0.494949494949495,6,0.9292929292929294,7,2024-09-05,56,0.9191919191919192,0.9393939393939394,0.3339731285988484,0.6365638766519822,1,0,1,0,7,33,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.6326530612244898
34,0.9595959595959597,0.8787878787878789,77,0.31313131313131315,45,2023-04-27,67,0.31313131313131315,0.494949494949495,0.5009596928982724,0.7180616740088104,0,0,0,1,6,32,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.0919540229885056
58,0.38383838383838387,0.98989898989899,53,0.9797979797979799,54,2024-12-01,21,0.25252525252525254,0.8484848484848485,0.45489443378119,0.753303964757709,0,1,0,0,72,25,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,0.3877551020408163
69,0.7171717171717172,0.24242424242424243,81,0.888888888888889,11,2023-10-19,58,0.5858585858585859,0.48484848484848486,0.4261036468330134,0.6343612334801761,0,0,1,0,84,85,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,2.9583333333333335
6,0.13131313131313133,0.787878787878788,6,0.08080808080808081,47,2023-09-18,58,0.7171717171717172,0.24242424242424243,0.3262955854126678,0.753303964757709,0,0,0,1,13,30,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.16666666666666666
32,0.15151515151515152,0.4141414141414142,65,0.5454545454545455,98,2024-07-17,33,0.98989898989899,0.595959595959596,0.46449136276391556,0.7092511013215858,1,0,1,0,61,92,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.3658536585365853
24,0.4747474747474748,0.6464646464646465,52,0.787878787878788,72,2023-01-06,48,0.5656565656565657,0.15151515151515152,0.4510556621880999,0.5088105726872246,0,0,0,1,62,45,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.734375
39,0.24242424242424243,0.04040404040404041,10,0.5858585858585859,97,2023-01-23,78,0.12121212121212122,0.888888888888889,0.08829174664107484,0.3942731277533038,0,1,0,0,76,27,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,6.0
77,0.8383838383838385,0.21212121212121213,74,0.26262626262626265,66,2024-12-26,55,0.5757575757575758,0.8686868686868687,0.54510556621881,0.6982378854625549,1,1,0,0,68,2,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,3.9523809523809526
0,0.5757575757575758,0.37373737373737376,14,0.33333333333333337,60,2023-11-02,63,0.8383838383838385,0.21212121212121213,0.579654510556622,0.5792951541850219,0,1,0,0,88,16,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,1.5405405405405406
20,0.17171717171717174,0.9393939393939394,63,0.8181818181818182,94,2024-12-08,31,0.7777777777777778,0.7070707070707072,0.5777351247600767,0.5837004405286341,0,0,1,0,40,16,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.1827956989247312
7,1.0,0.9393939393939394,86,0.4141414141414142,43,2023-03-08,77,0.9797979797979799,1.0,0.6564299424184261,0.6894273127753304,0,0,0,1,1,69,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.064516129032258
73,0.9292929292929294,0.09090909090909091,75,0.9393939393939394,0,2023-07-25,19,0.888888888888889,0.27272727272727276,0.8099808061420345,0.7070484581497795,0,0,1,0,75,36,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,10.222222222222223
32,0.5050505050505051,0.7777777777777778,11,0.19191919191919193,52,2024-11-21,42,0.43434343434343436,0.5555555555555556,0.8080614203454893,0.6828193832599118,1,0,1,0,22,43,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.6493506493506493
37,0.8383838383838385,0.22222222222222224,44,0.5151515151515152,79,2024-05-23,7,0.5050505050505051,0.7777777777777778,0.8234165067178504,0.6255506607929514,1,0,1,0,54,89,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,3.772727272727273
67,0.9797979797979799,0.030303030303030304,18,0.696969696969697,97,2023-02-18,12,0.4747474747474748,0.686868686868687,0.6948176583493283,0.36343612334801756,0,0,1,0,64,75,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,32.333333333333336
31,0.20202020202020204,0.07070707070707072,71,0.494949494949495,66,2023-09-08,57,0.38383838383838387,0.3535353535353536,0.23992322456813817,0.5506607929515419,0,0,0,1,86,29,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,2.857142857142857
7,0.21212121212121213,0.43434343434343436,57,0.3535353535353536,68,2024-06-02,92,0.20202020202020204,0.07070707070707072,0.10172744721689056,0.4823788546255505,0,0,1,0,15,11,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.4883720930232558
7,0.8383838383838385,0.020202020202020204,15,0.29292929292929293,22,2023-04-02,4,0.21212121212121213,0.43434343434343436,0.2610364683301343,0.39207048458149774,0,0,0,1,32,15,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,41.5
31,0.9292929292929294,0.42424242424242425,1,0.595959595959596,22,2023-12-24,30,0.6767676767676768,0.24242424242424243,0.5758157389635317,0.4493392070484581,0,0,0,1,78,72,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,2.1904761904761907
40,0.888888888888889,0.6161616161616162,9,0.20202020202020204,35,2023-11-05,90,0.07070707070707072,0.6363636363636365,0.1535508637236084,0.5242290748898678,0,1,0,0,9,14,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,1.442622950819672
93,0.38383838383838387,0.11111111111111112,46,0.17171717171717174,20,2024-09-18,20,0.393939393939394,0.17171717171717174,0.24568138195777342,0.2841409691629956,1,0,1,0,91,28,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,3.4545454545454546
12,0.8181818181818182,0.010101010101010102,28,0.8484848484848485,78,2024-04-19,26,0.38383838383838387,0.11111111111111112,0.32437619961612296,0.28634361233480166,1,0,1,0,60,96,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,81.0
55,0.020202020202020204,0.6262626262626263,18,0.22222222222222224,28,2024-07-05,38,0.8181818181818182,0.010101010101010102,0.2975047984644915,0.2929515418502202,1,1,0,0,98,95,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,0.03225806451612903
13,0.33333333333333337,0.5252525252525253,19,0.7474747474747475,15,2024-09-19,69,0.9797979797979799,0.888888888888889,0.48944337811900196,0.4273127753303966,1,0,0,1,36,84,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.6346153846153846
38,0.3434343434343435,0.0,23,0.5656565656565657,99,2024-02-15,40,0.18181818181818182,0.4141414141414142,0.1324376199616122,0.5242290748898678,1,0,1,0,84,29,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,inf
48,0.16161616161616163,0.9797979797979799,69,0.696969696969697,97,2023-12-12,73,0.6060606060606061,0.4040404040404041,0.2092130518234165,0.6365638766519822,0,0,0,1,38,85,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.16494845360824742
75,0.8787878787878789,0.393939393939394,37,0.595959595959596,58,2024-04-20,98,0.16161616161616163,0.9797979797979799,0.34165067178502884,0.63215859030837,0,0,0,1,85,14,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,2.230769230769231
7,0.31313131313131315,0.4747474747474748,3,0.9393939393939394,69,2024-03-24,31,0.4646464646464647,0.14141414141414144,0.4721689059500961,0.5418502202643172,0,0,0,1,33,3,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.6595744680851063
27,0.9494949494949496,0.5858585858585859,26,0.686868686868687,24,2023-07-31,96,0.31313131313131315,0.4747474747474748,0.5374280230326295,0.5814977973568283,0,0,0,1,8,49,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.620689655172414
14,0.9090909090909092,0.3434343434343435,32,0.8383838383838385,15,2024-10-16,65,0.32323232323232326,0.8484848484848485,0.5815738963531668,0.4845814977973568,1,1,0,0,86,62,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,2.6470588235294117
62,0.7272727272727273,0.18181818181818182,46,0.13131313131313133,37,2023-11-24,60,0.24242424242424243,0.393939393939394,0.4952015355086372,0.6035242290748898,0,0,1,0,74,52,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,4.0
13,0.3434343434343435,0.4747474747474748,83,0.5555555555555556,48,2024-12-13,60,0.8686868686868687,0.37373737373737376,0.43186180422264886,0.49339207048458145,1,1,0,0,48,63,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,0.723404255319149
27,0.020202020202020204,0.8383838383838385,69,0.26262626262626265,1,2024-06-04,37,0.9696969696969697,0.7575757575757577,0.5163147792706334,0.6233480176211453,1,0,1,0,54,44,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.024096385542168676
90,0.10101010101010102,0.48484848484848486,37,0.6363636363636365,68,2023-11-14,33,0.27272727272727276,0.36363636363636365,0.4664107485604606,0.7599118942731277,0,0,0,1,58,66,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,0.20833333333333334
44,0.4646464646464647,0.11111111111111112,20,0.10101010101010102,91,2023-11-07,80,0.16161616161616163,0.98989898989899,0.1497120921305182,0.5881057268722466,0,0,1,0,51,95,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,4.181818181818182
36,0.12121212121212122,0.07070707070707072,4,0.595959595959596,72,2023-09-01,35,0.5555555555555556,0.29292929292929293,0.23608445297504801,0.40088105726872236,0,0,1,0,94,74,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,1.714285714285714
98,0.7171717171717172,0.020202020202020204,13,0.595959595959596,76,2024-11-20,95,0.12121212121212122,0.07070707070707072,0.34165067178502884,0.18942731277533034,1,0,0,1,59,65,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,35.5
82,0.48484848484848486,0.696969696969697,55,0.7575757575757577,50,2023-01-21,16,0.05050505050505051,0.686868686868687,0.4261036468330134,0.39867841409691607,0,1,0,0,46,22,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,0.6956521739130435
84,0.20202020202020204,0.12121212121212122,32,0.23232323232323235,10,2024-06-10,67,0.48484848484848486,0.696969696969697,0.32821497120921306,0.4207048458149779,1,0,0,1,41,16,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.6666666666666667
83,0.27272727272727276,0.15151515151515152,46,0.8080808080808082,91,2024-10-10,75,0.8585858585858587,0.8080808080808082,0.3685220729366603,0.5881057268722466,1,0,0,1,95,95,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.8000000000000003
10,0.9494949494949496,0.27272727272727276,69,0.4040404040404041,15,2024-12-12,98,0.6161616161616162,0.8181818181818182,0.3262955854126678,0.7687224669603522,1,0,0,1,18,86,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,3.4814814814814814
64,0.42424242424242425,0.38383838383838387,80,0.5858585858585859,83,2024-01-03,85,0.8181818181818182,0.25252525252525254,0.33205374280230326,0.63215859030837,1,0,0,1,42,84,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,1.0,0.0,0.0,1.1052631578947367
31,0.888888888888889,0.9292929292929294,70,0.6666666666666667,83,2024-10-10,93,0.4141414141414142,0.6565656565656566,0.5527831094049905,0.6894273127753304,1,0,1,0,52,90,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.9565217391304347
68,0.10101010101010102,0.5555555555555556,50,0.20202020202020204,98,2024-05-10,25,0.6767676767676768,0.6464646464646465,0.5758157389635317,0.5903083700440528,1,1,0,0,3,22,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,0.18181818181818182
83,0.14141414141414144,0.9292929292929294,7,0.4040404040404041,18,2024-06-05,27,0.10101010101010102,0.5555555555555556,0.4222648752399232,0.7334801762114536,1,1,0,0,62,60,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,0.15217391304347827
53,0.696969696969697,0.5656565656565657,9,0.393939393939394,6,2023-12-12,84,0.9797979797979799,0.9292929292929294,0.5047984644913628,0.9207048458149777,0,1,0,0,35,40,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,0.0,0.0,0.0,0.0,1.232142857142857
68,0.12121212121212122,0.8686868686868687,57,0.494949494949495,29,2024-04-27,24,0.696969696969697,0.5656565656565657,0.44913627639155473,0.9669603524229072,0,0,1,0,53,20,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,48.495384615384616,46.85846153846154,1.0,0.0,0.0,0.0,0.13953488372093023
